0,関越交通,6,平日,0,5
0,関越交通,7,平日,0,5
0,関越交通,8,平日,0,5
0,関越交通,9,平日,0,5
0,関越交通,10,平日,0,5
0,関越交通,11,平日,0,5
0,関越交通,12,平日,0,5
0,関越交通,13,平日,0,5
0,関越交通,14,平日,0,5
0,関越交通,15,平日,0,5
0,関越交通,16,平日,0,5
0,関越交通,17,平日,0,5
0,関越交通,18,平日,0,5
0,関越交通,19,平日,0,5
0,関越交通,20,平日,0,5
0,関越交通,21,平日,0,5
0,関越交通,22,平日,0,5
0,関越交通,6,土日祝,0,5
0,関越交通,7,土日祝,0,5
0,関越交通,8,土日祝,0,5
0,関越交通,9,土日祝,0,5
0,関越交通,10,土日祝,0,5
0,関越交通,11,土日祝,0,5
0,関越交通,12,土日祝,0,5
0,関越交通,13,土日祝,0,5
0,関越交通,14,土日祝,0,5
0,関越交通,15,土日祝,0,5
0,関越交通,16,土日祝,0,5
0,関越交通,17,土日祝,0,5
0,関越交通,18,土日祝,0,5
0,関越交通,19,土日祝,0,5
0,関越交通,20,土日祝,0,5
0,関越交通,21,土日祝,0,5
0,関越交通,22,土日祝,0,5
1,関越交通,6,平日,0,5
1,関越交通,7,平日,0,5
1,関越交通,8,平日,0,5
1,関越交通,9,平日,0,5
1,関越交通,10,平日,0,5
1,関越交通,11,平日,0,5
1,関越交通,12,平日,0,5
1,関越交通,13,平日,0,5
1,関越交通,14,平日,0,5
1,関越交通,15,平日,0,5
1,関越交通,16,平日,0,5
1,関越交通,17,平日,0,5
1,関越交通,18,平日,0,5
1,関越交通,19,平日,0,5
1,関越交通,20,平日,0,5
1,関越交通,21,平日,0,5
1,関越交通,22,平日,0,5
1,関越交通,6,土日祝,0,5
1,関越交通,7,土日祝,0,5
1,関越交通,8,土日祝,0,5
1,関越交通,9,土日祝,0,5
1,関越交通,10,土日祝,0,5
1,関越交通,11,土日祝,0,5
1,関越交通,12,土日祝,0,5
1,関越交通,13,土日祝,0,5
1,関越交通,14,土日祝,0,5
1,関越交通,15,土日祝,0,5
1,関越交通,16,土日祝,0,5
1,関越交通,17,土日祝,0,5
1,関越交通,18,土日祝,0,5
1,関越交通,19,土日祝,0,5
1,関越交通,20,土日祝,0,5
1,関越交通,21,土日祝,0,5
1,関越交通,22,土日祝,0,5
2,日本中央,6,平日,0,0
2,日本中央,7,平日,1,1
2,日本中央,8,平日,1,1
2,日本中央,9,平日,1,1
2,日本中央,10,平日,0,0
2,日本中央,11,平日,0,0
2,日本中央,12,平日,0,0
2,日本中央,13,平日,0,0
2,日本中央,14,平日,0,0
2,日本中央,15,平日,0,0
2,日本中央,16,平日,2,2
2,日本中央,17,平日,1,1
2,日本中央,18,平日,2,2
2,日本中央,19,平日,1,1
2,日本中央,20,平日,1,1
2,日本中央,21,平日,1,1
2,日本中央,22,平日,1,1
2,日本中央,6,土日祝,0,0
2,日本中央,7,土日祝,1,1
2,日本中央,8,土日祝,0,0
2,日本中央,9,土日祝,1,1
2,日本中央,10,土日祝,0,0
2,日本中央,11,土日祝,0,0
2,日本中央,12,土日祝,0,0
2,日本中央,13,土日祝,0,0
2,日本中央,14,土日祝,0,0
2,日本中央,15,土日祝,0,0
2,日本中央,16,土日祝,2,2
2,日本中央,17,土日祝,1,1
2,日本中央,18,土日祝,2,2
2,日本中央,19,土日祝,0,0
2,日本中央,20,土日祝,0,0
2,日本中央,21,土日祝,0,0
2,日本中央,22,土日祝,0,0
3,日本中央,6,平日,0,0
3,日本中央,7,平日,2,2
3,日本中央,8,平日,1,1
3,日本中央,9,平日,1,1
3,日本中央,10,平日,0,0
3,日本中央,11,平日,0,0
3,日本中央,12,平日,0,0
3,日本中央,13,平日,0,0
3,日本中央,14,平日,0,0
3,日本中央,15,平日,0,0
3,日本中央,16,平日,1,1
3,日本中央,17,平日,1,1
3,日本中央,18,平日,2,2
3,日本中央,19,平日,1,1
3,日本中央,20,平日,1,1
3,日本中央,21,平日,1,1
3,日本中央,22,平日,1,1
3,日本中央,6,土日祝,1,1
3,日本中央,7,土日祝,0,0
3,日本中央,8,土日祝,1,1
3,日本中央,9,土日祝,0,0
3,日本中央,10,土日祝,0,0
3,日本中央,11,土日祝,0,0
3,日本中央,12,土日祝,0,0
3,日本中央,13,土日祝,0,0
3,日本中央,14,土日祝,0,0
3,日本中央,15,土日祝,0,0
3,日本中央,16,土日祝,1,1
3,日本中央,17,土日祝,1,1
3,日本中央,18,土日祝,1,1
3,日本中央,19,土日祝,2,2
3,日本中央,20,土日祝,0,0
3,日本中央,21,土日祝,0,0
3,日本中央,22,土日祝,0,0
